name,city,state,cert,id_number,end_date,
MANOR NATIONAL BANK  THE,MANOR,PA,7907,80020,2017-03-31 00:00:00
STATE BANK OF HAMBURG,HAMBURG,MN,8199,80552,2019-06-30 00:00:00
CAPITAL BANK,FORT OGLETHORPE,GA,19195,80936,2018-09-30 00:00:00
MERCHANTS BANK  NATIONAL ASSOCIATION,HAMPTON,MN,1919,81054,2007-06-30 00:00:00
CLOVER COMMUNITY BANK,CLOVER,SC,27055,81429,2018-12-31 00:00:00
ATLANTIC BANK,OCEAN CITY,MD,21641,82024,2003-09-30 00:00:00
CITIZENS STATE BANK OF HAYFIELD,HAYFIELD,MN,10957,82659,2021-06-30 00:00:00
BANK OF THE SOUTH,PENSACOLA,FL,19125,83236,2022-03-31 00:00:00
PNC BANK  DELAWARE,WILMINGTON,DE,679,83311,2009-06-30 00:00:00
FIRST STATE BANK  JONES  OKLAHOMA,JONES,OK,4126,83357,2009-12-31 00:00:00
CENTENNIAL BANK OF THE WEST,FORT COLLINS,CO,15515,83450,2007-12-31 00:00:00
FIRST NATIONAL BANK OF HERMAN  THE,HERMAN,MN,5163,84055,2014-06-30 00:00:00
FARMERS STATE BANK,EWING,NE,10652,84251,2016-06-30 00:00:00
CITIZENS STATE BANK,NEW BALTIMORE,MI,1006,84345,2009-09-30 00:00:00
CITIZENS BANK OF CAPE VINCENT,CAPE VINCENT,NY,8908,84804,2022-06-30 00:00:00
LBA SAVINGS BANK,LAFAYETTE,LA,28361,84970,2003-03-31 00:00:00
FIRST NATIONAL BANK,ROSEDALE,MS,15814,85043,2010-03-31 00:00:00
EXCHANGE STATE BANK OF HILLS,HILLS,MN,8212,85258,2018-12-31 00:00:00
BANK OF LAVERNE,LAVERNE,OK,4130,85454,2020-06-30 00:00:00
FILLEY BANK,FILLEY,NE,16963,85856,2009-06-30 00:00:00
FRANKLIN STATE BANK,FRANKLIN,NE,11023,86358,2018-09-30 00:00:00
FIRST NATIONAL BANK OF SHELBY  THE,SHELBY,NC,4910,86527,2013-06-30 00:00:00
CHESTER COUNTY BANK,HENDERSON,TN,19813,86554,2019-06-30 00:00:00
FIRST STATE BANK OF NEWCASTLE,NEWCASTLE,WY,1168,87159,2022-12-31 00:00:00
CB&T BANK OF RUSSELL COUNTY,PHENIX CITY,AL,9055,87533,2010-03-31 00:00:00
MIDSOUTH BANK,JONESBORO,AR,15455,87944,2003-06-30 00:00:00
PANORA STATE BANK,PANORA,IA,18001,88240,2019-06-30 00:00:00
IBERVILLE TRUST AND SAVINGS BANK,PLAQUEMINE,LA,8807,88530,2016-12-31 00:00:00
WELLS FARGO CENTRAL BANK,CALABASAS,CA,26839,89162,2010-12-31 00:00:00
PINE CITY STATE BANK,PINE CITY,MN,9744,89452,2009-03-31 00:00:00
HOME STATE BANK,LOVELAND,CO,16902,89751,2016-06-30 00:00:00
FIRST NATIONAL BANK OF BELLAIRE,HOUSTON,TX,18861,90159,2003-09-30 00:00:00
PARK NATIONAL BANK AND TRUST OF CHICAGO,CHICAGO,IL,16935,90234,2005-12-31 00:00:00
ATLANTIC BANK OF NEW YORK,NEW YORK,NY,5915,90403,2006-03-31 00:00:00
BANK OF WILLITS,WILLITS,CA,11647,90467,2010-06-30 00:00:00
CHIPPEWA VALLEY BANK,RITTMAN,OH,770,90627,2004-09-30 00:00:00
COMMERCIAL BANK,WHITEWATER,WI,12518,90645,2017-06-30 00:00:00
SPIVEY STATE BANK,SWAINSBORO,GA,19389,90739,2014-12-31 00:00:00
RIPLEY NATIONAL BANK  THE,RIPLEY,OH,6683,91129,2004-09-30 00:00:00
STATE BANK OF WITHEE,WITHEE,WI,12779,91147,2008-09-30 00:00:00
CORNERBANK  NATIONAL ASSOCIATION,WINFIELD,KS,4803,91156,2016-06-30 00:00:00
FIRST FARMERS & MERCHANTS NATIONAL BANK,LE SUEUR,MN,8855,91259,2013-06-30 00:00:00
SECURITY STATE BANK OF LEWISTON,LEWISTON,MN,10201,91651,2018-06-30 00:00:00
VINTAGE BANK  THE,NAPA,CA,25853,91866,2007-03-31 00:00:00
SAN JOAQUIN BANK,BAKERSFIELD,CA,23266,91969,2009-09-30 00:00:00
MANCOS VALLEY BANK,MANCOS,CO,19205,92050,2015-06-30 00:00:00
AMERICAN PACIFIC BANK,PORTLAND,OR,23001,92162,2005-03-31 00:00:00
FLORIDA COMMUNITY BANK,IMMOKALEE,FL,5672,92630,2009-12-31 00:00:00
STATE BANK OF LUCAN,LUCAN,MN,15890,92854,2011-09-30 00:00:00
HARRIS TRUST/BANK OF MONTREAL,WEST PALM BEACH,FL,91247,93039,2002-12-31 00:00:00
BANK OF RIDGEWAY,RIDGEWAY,SC,9160,93329,2006-09-30 00:00:00
PORTAGE NATIONAL BANK,PORTAGE,PA,16171,93413,2011-12-31 00:00:00
FIRST NATIONAL BANK,ROCKY MOUNT,VA,21853,93628,2006-09-30 00:00:00
FIRST-CITIZENS BANK AND TRUST COMPANY OF SOUTH CAROLINA,COLUMBIA,SC,15504,93721,2014-12-31 00:00:00
FIRST NATIONAL BANK IN MAHNOMEN,MAHNOMEN,MN,5190,93758,2018-09-30 00:00:00
FIRST NATIONAL BANK,MOUNT IDA,AR,13593,94447,2005-03-31 00:00:00
GUIDE ROCK STATE BANK,GUIDE ROCK,NE,11469,94456,2015-09-30 00:00:00
FEATHER RIVER STATE BANK,YUBA CITY,CA,22445,94661,2003-12-31 00:00:00
MORRIS STATE BANK  THE,MORRIS,OK,429,95659,2018-06-30 00:00:00
FNB SALEM BANK & TRUST  NATIONAL ASSOCIATION,SALEM,VA,22665,95725,2006-03-31 00:00:00
FIRST NATIONAL BANK,THIEF RIVER FALLS,MN,16225,95855,2003-03-31 00:00:00
PEAK NATIONAL BANK,NEDERLAND,CO,26751,96254,2007-09-30 00:00:00
LAKE COUNTRY STATE BANK,LONG PRAIRIE,MN,10164,96357,2007-12-31 00:00:00
UPTOWN NATIONAL BANK OF CHICAGO,CHICAGO,IL,919,97037,2003-03-31 00:00:00
FRANKLIN NATIONAL BANK OF MINNEAPOLIS,MINNEAPOLIS,MN,18424,98454,2013-03-31 00:00:00
FIRST NATIONAL BANK OF DANA  THE,DANA,IN,4331,98548,2013-09-30 00:00:00
BONHAM STATE BANK,BONHAM,TX,9021,98557,2007-09-30 00:00:00
NATIONAL BANK OF ARKANSAS IN NORTH LITTLE ROCK,NORTH LITTLE ROCK,AR,23331,98641,2013-09-30 00:00:00
NEW YORK NATIONAL BANK,BRONX,NY,23713,99004,2009-12-31 00:00:00
COMMUNITY STATE BANK,BOLING,TX,20349,99059,2013-06-30 00:00:00
FIRST STATE BANK,GROTON,SD,484,99255,2020-06-30 00:00:00
BANK OF FAIRFIELD,FAIRFIELD,WA,11207,99974,2015-09-30 00:00:00
MERCANTILE NATIONAL BANK,LOS ANGELES,CA,23757,100160,2007-03-31 00:00:00
DAKOTA HERITAGE STATE BANK,CHANCELLOR,SD,12643,100553,2012-09-30 00:00:00
BANK LEUMI USA,NEW YORK,NY,19842,101019,2022-03-31 00:00:00
RIVERSIDE NATIONAL BANK OF FLORIDA,FORT PIERCE,FL,24067,101233,2010-03-31 00:00:00
BELMONT NATIONAL BANK,WHEELING,WV,14043,101327,2005-03-31 00:00:00
CITIZENS STATE BANK,BALD KNOB,AR,8727,101345,2013-12-31 00:00:00
STATE GUARANTY BANK,OKEENE,OK,5995,102155,2019-03-31 00:00:00
COMMUNITY BANKS OF SHELBY COUNTY,COWDEN,IL,920,102539,2022-06-30 00:00:00
FIRST NATIONAL BANK AND TRUST COMPANY,COLUMBIA,MO,4537,103255,2019-12-31 00:00:00
FIRST STATE BANK AND TRUST COMPANY OF VALDOSTA,VALDOSTA,GA,10073,103536,2010-03-31 00:00:00
RURAL AMERICAN BANK-BRAHAM,BRAHAM,MN,5099,103554,2010-12-31 00:00:00
FIRST STATE BANK OF MOBEETIE,MOBEETIE,TX,17909,103563,2019-12-31 00:00:00
STATE BANK OF CHITTENANGO,CHITTENANGO,NY,12940,103602,2015-09-30 00:00:00
PARK AVENUE BANK  THE,VALDOSTA,GA,19797,104038,2011-03-31 00:00:00
LAKEWOOD BANK  NATIONAL ASSOCIATION,BAXTER,MN,18969,104056,2011-09-30 00:00:00
JASPER BANKING COMPANY,JASPER,GA,16240,104430,2012-06-30 00:00:00
INNOVATIVE BANK,OAKLAND,CA,23876,104663,2010-03-31 00:00:00
MAROA FORSYTH COMMUNITY BANK,MAROA,IL,17032,105044,2011-06-30 00:00:00
FIRST STATE BANK,BREMOND,TX,1176,105053,2014-12-31 00:00:00
PATAPSCO BANK  THE,DUNDALK,MD,30869,105071,2015-06-30 00:00:00
VIRGINIA COMMUNITY BANK,LOUISA,VA,22331,105222,2019-09-30 00:00:00
BANK OF DOOLY,VIENNA,GA,22309,105633,2013-12-31 00:00:00
CAPE SAVINGS BANK,CAPE MAY COURT HOUSE,NJ,28395,106377,2016-03-31 00:00:00
CITIZENS BANK OF ASHVILLE  OHIO  THE,ASHVILLE,OH,13223,106519,2014-09-30 00:00:00
POLK COUNTY BANK,JOHNSTON,IA,14194,106546,2011-09-30 00:00:00
FIRST NATIONAL BANK OF BREWSTER  THE,BREWSTER,MN,5102,106555,2009-03-31 00:00:00
FIRST NATIONAL BANK OF BRIDGEPORT  THE,BRIDGEPORT,TX,3114,106658,2012-09-30 00:00:00
STATE BANK OF BRICELYN,BRICELYN,MN,8847,107057,2012-03-31 00:00:00
FIRST NATIONAL BANK OF MARSHALL,MARSHALL,IL,1799,107141,2003-09-30 00:00:00
FIRST NATIONAL BANK OF BROWNFIELD  THE,BROWNFIELD,TX,3116,107150,2008-09-30 00:00:00
COMMUNITY NATIONAL BANK OF NORTHWESTERN PENNSYLVANIA,ALBION,PA,10032,107226,2015-09-30 00:00:00
PERKINS STATE BANK  THE,WILLISTON,FL,134,107431,2012-12-31 00:00:00
CORDER BANK  THE,CORDER,MO,9374,107459,2022-09-30 00:00:00
CITIZENS STATE BANK,LIBERAL,KS,1145,108157,2004-06-30 00:00:00
OAKLEY NATIONAL BANK OF BUFFALO  THE,BUFFALO,MN,14948,108250,2005-03-31 00:00:00
MERCHANTS BANK  NATIONAL ASSOCIATION,CALEDONIA,MN,10953,109855,2009-03-31 00:00:00
FIRST NATIONAL BANK IN CANNON FALLS  THE,CANNON FALLS,MN,5108,110057,2007-06-30 00:00:00
FIRST STATE BANK,MOUNT CALM,TX,3353,110066,2005-09-30 00:00:00
STATE BANK  THE,ROCKY FORD,CO,16834,110356,2006-06-30 00:00:00
SUPERIOR SAVINGS OF NEW ENGLAND  NATIONAL ASSOCIATION,BRANFORD,CT,18244,110404,2007-12-31 00:00:00
LISCO STATE BANK,LISCO,NE,11479,110655,2013-09-30 00:00:00
SECURITY BANK,MADISON,SD,16220,110758,2005-12-31 00:00:00
FIRST NATIONAL BANK OF LE ROY,LE ROY,KS,4715,111559,2010-09-30 00:00:00
FIRST NATIONAL BANK OF MOUNT VERNON  THE,MOUNT VERNON,TX,3355,111661,2018-12-31 00:00:00
COMMUNITY BANKS OF SOUTHERN COLORADO,ROCKY FORD,CO,3052,111951,2004-06-30 00:00:00
JACKSON COUNTY BANK,BLACK RIVER FALLS,WI,15121,112444,2021-06-30 00:00:00
CITIBANK USA  NATIONAL ASSOCIATION,SIOUX FALLS,SD,16100,112855,2006-09-30 00:00:00
NEWTON SOUTH CO-OPERATIVE BANK,NEWTON,MA,26485,112976,2003-06-30 00:00:00
FIRST NATIONAL BANK OF BRYAN  THE,BRYAN,TX,3119,113151,2007-03-31 00:00:00
RIVERBANK  THE,CHISAGO CITY,MN,10216,113759,2006-12-31 00:00:00
MERCHANTS BANK,HANCEVILLE,AL,46,113937,2021-12-31 00:00:00
FIRST NATIONAL BANK OF LIBERAL,LIBERAL,KS,4717,114158,2018-03-31 00:00:00
FARMERS AND MERCHANTS STATE BANK OF CLARKFIELD,CLARKFIELD,MN,10184,114251,2021-03-31 00:00:00
FIRST SECURITY BANK  NATIONAL ASSOCIATION,FLOWER MOUND,TX,17209,114756,2013-09-30 00:00:00
FIRST NATIONAL BANK OF SUFFIELD  THE,SUFFIELD,CT,2526,115100,2018-09-30 00:00:00
STATE BANK OF COKATO,COKATO,MN,8185,115155,2012-03-31 00:00:00
RANDOLPH BANK & TRUST COMPANY,ASHEBORO,NC,22746,115221,2013-09-30 00:00:00
BANK OF POCAHONTAS,POCAHONTAS,AR,11256,115342,2004-06-30 00:00:00
NATIONAL BANK OF COMMERCE OF MISSISSIPPI,STARKVILLE,MS,4999,115641,2011-09-30 00:00:00
SOUTH SHORE CO-OPERATIVE BANK,WEYMOUTH,MA,26575,116077,2015-09-30 00:00:00
BANK OF WALNUT GROVE,WALNUT GROVE,MS,8558,116639,2017-09-30 00:00:00
CITIZENS BANK,CAIRO,GA,5712,116732,2016-09-30 00:00:00
NORTH ABINGTON CO-OPERATIVE BANK,NORTH ABINGTON,MA,26549,117672,2019-03-31 00:00:00
FIRST NATIONAL BANK OF STOUGHTON  THE,STOUGHTON,WI,5328,117841,2010-12-31 00:00:00
MAYFLOWER CO-OPERATIVE BANK,MIDDLEBORO,MA,26553,118174,2013-09-30 00:00:00
FARMERS NATIONAL BANK OF LINCOLN  THE,LINCOLN,KS,4719,118352,2003-12-31 00:00:00
NORTH CASCADES NATIONAL BANK,CHELAN,WA,26846,119274,2013-06-30 00:00:00
CAIRO BANKING COMPANY,CAIRO,GA,8483,119331,2006-09-30 00:00:00
FARMERS NATIONAL BANK OF EMLENTON  THE,EMLENTON,PA,7875,119528,2022-12-31 00:00:00
BANK OF FALL RIVER  A CO-OPERATIVE BANK,FALL RIVER,MA,26551,121576,2010-12-31 00:00:00
PROVIDIAN NATIONAL BANK,TILTON,NH,6252,121709,2005-09-30 00:00:00
FIRST NATIONAL BANK OF DEER RIVER  THE,DEER RIVER,MN,5122,121857,2006-09-30 00:00:00
FIRSTBANK OF VAIL,VAIL,CO,19768,122658,2010-09-30 00:00:00
FARMERS STATE BANK OF DENT,DENT,MN,1910,122751,2012-03-31 00:00:00
BANK OF WHITMAN,COLFAX,WA,22528,123178,2011-06-30 00:00:00
EAGLE BANK AND TRUST COMPANY,LITTLE ROCK,AR,19662,123440,2011-12-31 00:00:00
SALIN BANK AND TRUST COMPANY,INDIANAPOLIS,IN,9092,123646,2018-12-31 00:00:00
PILSEN STATE BANK,LINCOLNVILLE,KS,15014,124353,2011-12-31 00:00:00
PEOPLE'S BANK OF OXFORD  THE,OXFORD,PA,436,124513,2004-03-31 00:00:00
STATE BANK OF CONCRETE,CONCRETE,WA,513,124773,2011-03-31 00:00:00
NORTHWEST NATIONAL BANK OF ARLINGTON,ARLINGTON,TX,25767,125453,2005-03-31 00:00:00
LORRAINE STATE BANK,LORRAINE,KS,17395,125958,2020-12-31 00:00:00
WEAKLEY COUNTY BANK  THE,DRESDEN,TN,1479,126254,2015-06-30 00:00:00
FIRST NATIONAL BANK IN STAUNTON  THE,STAUNTON,IL,14924,126740,2019-12-31 00:00:00
VALLEY BANK DUNDAS,DUNDAS,MN,1395,126955,2005-03-31 00:00:00
SAN DIEGO NATIONAL BANK,SAN DIEGO,CA,23594,127260,2009-09-30 00:00:00
BARRE SAVINGS BANK,BARRE,MA,90148,127701,2016-03-31 00:00:00
NETWORK BANK USA,ONTARIO,CA,23595,128164,2008-09-30 00:00:00
MITSUBISHI TRUST & BANKING CORPORATION (U.S.A.),NEW YORK,NY,26621,128511,2016-03-31 00:00:00
FIRSTBANK OF WHEAT RIDGE,WHEAT RIDGE,CO,20068,128959,2010-09-30 00:00:00
RAINIER PACIFIC SAVINGS BANK,FIFE,WA,38129,129394,2009-12-31 00:00:00
FIRST COMMERCIAL BANK OF HUNTSVILLE,HUNTSVILLE,AL,25645,130635,2010-03-31 00:00:00
LIBERTY NATIONAL BANK,ADA,OH,6516,130813,2022-09-30 00:00:00
IRWIN UNION BANK AND TRUST COMPANY,COLUMBUS,IN,10100,130943,2009-06-30 00:00:00
CITIZENS BANK OF OVIEDO  THE,OVIEDO,FL,16442,131034,2022-03-31 00:00:00
CITY NATIONAL BANK AND TRUST COMPANY OF GUYMON  THE,GUYMON,OK,4107,131155,2018-06-30 00:00:00
EXCEL BANK MINNESOTA,EDINA,MN,19355,131351,2007-06-30 00:00:00
FIRST REPUBLIC BANK,LAS VEGAS,NV,26665,131360,2007-06-30 00:00:00
FNB BANK  NATIONAL ASSOCIATION,DANVILLE,PA,7459,131418,2018-09-30 00:00:00
F & M BANK,WATERTOWN,SD,15289,131650,2021-12-31 00:00:00
BANK OF DYER,DYER,TN,2372,131753,2004-09-30 00:00:00
FIRST STATE BANK OF WARNER  SOUTH DAKOTA,WARNER,SD,6074,132152,2018-06-30 00:00:00
FARMERS NATIONAL BANK,WALTON,KY,264,132219,2012-03-31 00:00:00
FIRST BANK OF THE AMERICAS  SSB,CHICAGO,IL,29791,132376,2005-03-31 00:00:00
FIRST NATIONAL BANK IN VIROQUA,VIROQUA,WI,14062,132442,2005-03-31 00:00:00
NORTH COUNTRY BANK & TRUST,TRAVERSE CITY,MI,14816,132554,2021-06-30 00:00:00
FIRST NATIONAL BANK OF YUMA,YUMA,CO,24247,132853,2013-06-30 00:00:00
TIMEWELL STATE BANK,TIMEWELL,IL,11331,133243,2010-03-31 00:00:00
PATRIOT BANK,POTTSTOWN,PA,28673,133270,2004-03-31 00:00:00
SHREWSBURY STATE BANK,SHREWSBURY,NJ,21492,134400,2004-12-31 00:00:00
BARNSDALL STATE BANK,BARNSDALL,OK,2324,135359,2008-03-31 00:00:00
CENTRAL BANK,CENTRAL CITY,NE,17966,135751,2009-09-30 00:00:00
GATES BANKING AND TRUST COMPANY,GATES,TN,10306,136459,2023-06-30 00:00:00
MIAMI VALLEY BANK,LAKEVIEW,OH,16848,137120,2007-06-30 00:00:00
MILTON BANKING COMPANY  THE,WELLSTON,OH,11085,137821,2016-06-30 00:00:00
FIRST BANK AND TRUST,CARNESVILLE,GA,18281,138136,2003-03-31 00:00:00
BANK OF ASTORIA,ASTORIA,OR,19877,138163,2008-03-31 00:00:00
COMMUNITY BANKS,MILLERSBURG,PA,12984,138211,2007-09-30 00:00:00
CITIZENS STATE BANK,CLEARWATER,NE,8338,138350,2009-06-30 00:00:00
FIFTH THIRD BANK  NORTHERN KENTUCKY  INC.,COVINGTON,KY,9667,138510,2003-09-30 00:00:00
FIRST NATIONAL BANK OF POWHATAN POINT  THE,POWHATAN POINT,OH,13567,138725,2018-09-30 00:00:00
FARMERS STATE BANK  THE,ATWOOD,KS,15352,138752,2015-06-30 00:00:00
FIRST COMMUNITY BANK OF PALM BEACH COUNTY,PAHOKEE,FL,5663,138930,2005-03-31 00:00:00
HERITAGE BANK OF NORTH FLORIDA,ORANGE PARK,FL,26680,139432,2013-03-31 00:00:00
FARMERS AND MERCHANTS STATE BANK OF VIRDEN  ILLINOIS  THE,VIRDEN,IL,12705,139544,2007-09-30 00:00:00
CITIZENS STATE BANK,VERNON,AL,22523,139834,2022-06-30 00:00:00
ARLINGTON NATIONAL BANK,ARLINGTON,TX,26822,139852,2004-03-31 00:00:00
FARMERS BANK OF COOK,COOK,NE,18528,139955,2021-06-30 00:00:00
LAFAYETTE AMBASSADOR BANK,EASTON,PA,11106,140018,2019-06-30 00:00:00
LBS BANK - NEW YORK,NEW YORK,NY,26787,140513,2003-03-31 00:00:00
MUNCY BANK AND TRUST COMPANY  THE,MUNCY,PA,10678,141211,2023-09-30 00:00:00
BANK OF CARBONDALE  THE,CARBONDALE,IL,10828,141341,2022-06-30 00:00:00
FARMERS AND MERCHANTS STATE BANK OF ARGONIA  THE,ARGONIA,KS,17719,141453,2017-09-30 00:00:00
SHOREBANK,CHICAGO,IL,15640,141734,2010-06-30 00:00:00
LYONS STATE BANK,LYONS,KS,15604,142656,2019-06-30 00:00:00
UNITEDTRUST BANK,BRIDGEWATER,NJ,6308,143000,2003-12-31 00:00:00
BANK OF MCLOUTH  THE,MCLOUTH,KS,15363,143158,2011-06-30 00:00:00
STATE BANK OF AURORA,AURORA,MN,8221,143653,2009-12-31 00:00:00
INDEPENDENT BANK EAST MICHIGAN,CARO,MI,12732,144043,2007-06-30 00:00:00
UNION BANK  THE,MARKSVILLE,LA,8800,144436,2019-09-30 00:00:00
BAY BANK OF COMMERCE,SAN LEANDRO,CA,23342,144968,2003-12-31 00:00:00
FARMERS AND MERCHANTS STATE BANK  THE,MACKSVILLE,KS,18051,145255,2003-03-31 00:00:00
STATE BANK OF BELLE PLAINE,BELLE PLAINE,MN,1383,145750,2020-03-31 00:00:00
ERICSON STATE BANK,ERICSON,NE,18265,145956,2019-12-31 00:00:00
WILTON SAVINGS BANK,WILTON,IA,9302,146243,2005-12-31 00:00:00
FIRST STATE BANK,IMPERIAL,NE,8603,146458,2007-06-30 00:00:00
MERCHANTS AND FARMERS BANK,MELVILLE,LA,13170,146533,2011-06-30 00:00:00
BANK OF HARLAN  THE,HARLAN,KY,14200,146618,2016-12-31 00:00:00
FIRST STATE BANK,HENDERSON,TN,6104,146654,2017-06-30 00:00:00
PEOPLES STATE BANK,MCDONALD,KS,14898,146850,2017-06-30 00:00:00
FIRST NATIONAL BANK OF BARRON,BARRON,WI,5338,147053,2014-03-31 00:00:00
MERCHANTS BANK,JACKSON,AL,18637,147633,2019-03-31 00:00:00
WEST GEORGIA NATIONAL BANK OF CARROLLTON,CARROLLTON,GA,16480,147839,2009-12-31 00:00:00
FIRST AMERICAN BANK OF PENNSYLVANIA,EVERETT,PA,7495,147914,2005-03-31 00:00:00
WEMPLE STATE BANK,WAVERLY,IL,12393,148144,2012-09-30 00:00:00
RAHWAY SAVINGS INSTITUTION  THE,RAHWAY,NJ,12017,148809,2022-03-31 00:00:00
TALLAHASSEE STATE BANK  THE,TALLAHASSEE,FL,21866,149235,2010-03-31 00:00:00
REELFOOT BANK,UNION CITY,TN,9199,149253,2016-12-31 00:00:00
NORTHAMPTON CO-OPERATIVE BANK,NORTHAMPTON,MA,26454,149271,2015-03-31 00:00:00
STATE BANK,WORTHINGTON,IA,15521,149945,2008-09-30 00:00:00
FRONTIER BANK,EVERETT,WA,22710,150071,2010-03-31 00:00:00
UNION STATE BANK OF BROWNS VALLEY,BROWNS VALLEY,MN,9764,150156,2021-06-30 00:00:00
FIRST NATIONAL BANK OF CHILLICOTHE,CHILLICOTHE,IL,3635,150334,2014-06-30 00:00:00
FULLERTON NATIONAL BANK,FULLERTON,NE,5406,150352,2017-12-31 00:00:00
UNITED CO-OPERATIVE BANK,WEST SPRINGFIELD,MA,26486,150576,2014-03-31 00:00:00
HOME STATE BANK & TRUST COMPANY,MCPHERSON,KS,15262,150754,2013-06-30 00:00:00
FIRST STATE BANK  THE,STOCKBRIDGE,GA,19252,151331,2011-12-31 00:00:00
FIRST BANK OF CHANDLER,CHANDLER,OK,4056,151555,2018-06-30 00:00:00
PEOPLES BANK OF COMMERCE,CAMBRIDGE,MN,10192,151751,2017-09-30 00:00:00
COMMUNITY BANK & TRUST COMPANY,CLARKS SUMMIT,PA,14530,151818,2010-12-31 00:00:00
FIRST STATE BANK OF WINCHESTER  ILLINOIS  THE,WINCHESTER,IL,11710,152048,2009-06-30 00:00:00
BARTOW COUNTY BANK,CARTERSVILLE,GA,21495,152235,2011-03-31 00:00:00
STATE BANK OF CHRISMAN,CHRISMAN,IL,16479,152431,2023-06-30 00:00:00
ATHOL-CLINTON CO-OPERATIVE BANK,ATHOL,MA,27293,152673,2011-03-31 00:00:00
WOODSTOWN NATIONAL BANK,WOODSTOWN,NJ,6514,152712,2002-12-31 00:00:00
FIRST COMMUNITY BANK,EMPORIA,KS,4723,152851,2012-06-30 00:00:00
FIRST NATIONAL BANK OF CHELSEA,CHELSEA,OK,4060,153652,2006-09-30 00:00:00
COMMUNITY NATIONAL BANK,SOUTH BOSTON,VA,26425,154220,2006-09-30 00:00:00
CENTENNIAL BANK,CENTENNIAL,CO,26853,154257,2015-12-31 00:00:00
FIRST NATIONAL BANK OF COULTERVILLE  THE,COULTERVILLE,IL,3785,155049,2003-06-30 00:00:00
LA PORTE SAVINGS BANK  THE,LA PORTE,IN,9538,155245,2016-06-30 00:00:00
DESERT COMMUNITY BANK,VICTORVILLE,CA,23066,155263,2007-06-30 00:00:00
WISCONSIN STATE BANK,RANDOM LAKE,WI,15131,155441,2007-09-30 00:00:00
GREAT LAKES BANKERS BANK,GAHANNA,OH,24493,155517,2016-06-30 00:00:00
FIRST NATIONAL BANK OF CROSBY  THE,CROSBY,MN,5119,156055,2006-09-30 00:00:00
COLCHESTER STATE BANK,COLCHESTER,IL,18855,156635,2023-06-30 00:00:00
BUTLER BANK  A CO-OPERATIVE BANK,LOWELL,MA,26619,156877,2010-03-31 00:00:00
YARDVILLE NATIONAL BANK,YARDVILLE,NJ,6515,156916,2007-12-31 00:00:00
WESTERN BANK,ALAMOGORDO,NM,22525,156952,2019-03-31 00:00:00
FIRST NATIONAL BANK OF JASPER  THE,JASPER,AL,2808,157838,2010-03-31 00:00:00
HAMPDEN BANK,SPRINGFIELD,MA,90283,157904,2015-03-31 00:00:00
UNITED FARMERS & MERCHANTS STATE BANK,MORRIS,MN,8209,158554,2013-06-30 00:00:00
STATE BANK OF HILDRETH,HILDRETH,NE,13723,158750,2016-06-30 00:00:00
MARKLEBANK,MARKLE,IN,16650,158947,2012-09-30 00:00:00
SAUGUSBANK A CO-OPERATIVE BANK,SAUGUS,MA,26574,158974,2014-06-30 00:00:00
STATE BANK OF ELDRED,ELDRED,IL,13789,159243,2008-09-30 00:00:00
IPSWICH CO-OPERATIVE BANK,IPSWICH,MA,26452,159476,2007-06-30 00:00:00
FARMERS STATE BANK,HUMPHREY,NE,13796,160557,2016-06-30 00:00:00
FIDUCIARY TRUST COMPANY INTERNATIONAL,NEW YORK,NY,20225,160614,2015-06-30 00:00:00
CHARTER BANK EAU CLAIRE,EAU CLAIRE,WI,23137,160650,2022-06-30 00:00:00
CITIZENS STATE BANK OF CROPSEY,CROPSEY,IL,10430,161031,2010-09-30 00:00:00
BEVERLY NATIONAL BANK  THE,BEVERLY,MA,2557,161107,2009-12-31 00:00:00
LIBERTY STATE BANK,LIBERTY,TN,11881,161433,2013-09-30 00:00:00
FIRST VIRGINIA BANK - COLONIAL,RICHMOND,VA,20450,161527,2003-09-30 00:00:00
DEDHAM CO-OPERATIVE BANK THE,DEDHAM,MA,27232,162878,2006-12-31 00:00:00
MANSFIELD CO-OPERATIVE BANK,MANSFIELD,MA,26448,163370,2020-09-30 00:00:00
FRANCES SLOCUM BANK AND TRUST COMPANY,WABASH,IN,18927,163745,2007-03-31 00:00:00
FARMERS BANK OF LYNCHBURG  THE,LYNCHBURG,TN,1690,164032,2012-03-31 00:00:00
GOLDEN STATE BANK,GOLDEN,IL,10468,164742,2006-06-30 00:00:00
UNITED BANK,OSSEO,WI,14629,164854,2018-09-30 00:00:00
FIRST NATIONAL BANK OF POLK COUNTY  THE,CEDARTOWN,GA,2124,165039,2021-06-30 00:00:00
FIRST STATE BANK,FOUNTAIN CITY,WI,9041,165356,2004-06-30 00:00:00
BANK OF CASTILE  THE,CASTILE,NY,13292,165806,2021-12-31 00:00:00
PEOPLES STATE BANK OF GROVELAND,GROVELAND,FL,16845,166737,2004-03-31 00:00:00
MERCHANTS BANK  THE,BURLINGTON,VT,6268,166803,2017-03-31 00:00:00
FIRST NATIONAL BANK OF NORTHERN CALIFORNIA,SOUTH SAN FRANCISCO,CA,18767,167060,2018-06-30 00:00:00
STONE COUNTY NATIONAL BANK,CRANE,MO,24858,167556,2012-09-30 00:00:00
WELLS FARGO BANK  LTD.,LOS ANGELES,CA,25890,167565,2020-03-31 00:00:00
VALLEY BANK,NORTH MANKATO,MN,18845,167855,2010-03-31 00:00:00
